S.No,e-Published Date,Closing Date,Opening Date,Title and Ref.No./Tender ID,Organisation Chain,Tender Links,Organisation Name
248,2023-02-06 09:00:00,2023-02-11 15:00:00,2023-02-13 15:00:00,[BHARAT NET PHASE 2 Contingency work in kHANDWA OA in Khalwa Baldi Punasa block ]  [T-1297/BHARAT NET PH II CONTINGENCY/KHANDWA][2023_BSNL_144184_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Madhya Pradesh Telecom Circle- Bhopal||O/o CGMT, MP Telecom Circle Bhopal",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SA3SjccqGeuulkN5uDe9Pfw%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
249,2023-02-06 09:00:00,2023-02-11 15:00:00,2023-02-13 15:00:00,[BHARAT-NET PHASE-2 Contingency work in kHAKNAR bLOCK]  [T-1296/BHARAT NET PH II/KHAKNAR][2023_BSNL_144183_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Madhya Pradesh Telecom Circle- Bhopal||O/o CGMT, MP Telecom Circle Bhopal",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SOLVkt1Tp1HJklPRXw3a8Zg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
250,2023-02-06 09:00:00,2023-02-13 18:00:00,2023-02-15 11:00:00,[Repair and Maintenance works of Qtr No 5 Ty I block II QtrNo 12Ty II block II Qtr No 2 5 and 10Ty II block III Qtr No 12 and 13Ty III block III at wireless compound Dispur Guwahati]  [eNIT77/BSNL/CDGH/2022-23][2023_BSNL_144178_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Assam Telecom Circle Guwahati||CE (Civil)||EE (Civil), Guwahati",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sk104ZsjolYxb4Gbwdm6%2BKg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
251,2023-02-06 09:00:00,2023-02-13 18:00:00,2023-02-15 11:00:00,[Repairs and maintenance works to Room no 324 under Assam LSA at 2nd floor TE Building Pan Bazar Guwahati]  [eNIT76/BSNL/CDGH/2022-23][2023_BSNL_144173_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Assam Telecom Circle Guwahati||CE (Civil)||EE (Civil), Guwahati",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S1eMbI%2FSs5tBr9rvdUAUOsQ%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
252,2023-02-04 18:00:00,2023-02-17 12:00:00,2023-02-18 12:05:00,[DE OFC/CNTXW ANR/PW06/2022-23 Dt 4.2.23]  [DE OFC/CNTXW ANR/PW06/2022-23 Dt 4.2.23][2023_BSNL_144158_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Region||WTR, Pune",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sw7CyjtDEGLDEv2KW15ipFw%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
253,2023-02-04 18:00:00,2023-02-17 12:00:00,2023-02-18 12:05:00,[DE OFC/CNTXW ANR/PW05/2022-23 Dt 4.2.23]  [DE OFC/CNTXW ANR/PW05/2022-23 Dt 4.2.23][2023_BSNL_144155_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Region||WTR, Pune",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SHdc0Y0iqsuD4q6H9HnZsTA%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
254,2023-02-04 18:00:00,2023-02-24 15:00:00,2023-02-25 15:00:00,[REPAIR OF NORTEL 2G BTS BSC CARDS in BSNL Telangana Circle]  [TT/CM/OP/Repair of Nortel Cards/Tender/2022-23 /10][2023_BSNL_144159_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Telengana Telecom Circle- Hyderabad||O/o CGMT Telengana Hyderabad,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=StYRqbUJ2Lep1bAcLvYdrkA%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
255,2023-02-04 18:00:00,2023-02-15 15:00:00,2023-02-20 15:30:00,[Tech Bid work of Rep Faulty Lift Contr ARD of 1No 20P Johnson Lift AMC 3Years BG East TE BSNL BGL]  [27/EEE/ED-I/BSNL/BGL/2022-23][2023_BSNL_144170_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Karnataka Telecom Circle||CE (Electrical) Bengaluru,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SDye0czFoOY%2FB69Gi14mhnQ%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
256,2023-02-04 17:00:00,2023-02-24 13:00:00,2023-02-25 15:00:00,[Laying OFC and related works in Devipatnam Mandal Area-1 of BSNL RMY BA AP Circle]  [GMT/PLG/RMY/4G OFC tender1/2022-23/24 dtd 04/02/23][2023_BSNL_144165_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SWRmxBm5bqCwMiYZ7UpUR5w%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
257,2023-02-04 17:00:00,2023-02-24 13:00:00,2023-02-25 15:00:00,[Laying OFC and related works in Rampachodavaram Mandal Area-5 of BSNL RMY BA AP Circle]  [GMT/PLG/RMY/4G OFC tender1/2022-23/25 dtd 04/02/23][2023_BSNL_144166_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SvH04wDOu9LhLXzK2IiNZrw%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
258,2023-02-04 17:00:00,2023-02-24 13:00:00,2023-02-25 15:00:00,[Laying OFC and related works in Maredumilli Mandal Area-5 of BSNL RMY BA AP Circle]  [GMT/PLG/RMY/4G OFC tender1/2022-23/23 dtd 04/02/23][2023_BSNL_144164_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Si1wWqm%2Fn7OKYjVLlK%2FseOA%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
259,2023-02-04 17:00:00,2023-02-16 14:30:00,2023-02-17 15:00:00,[Manpower outsourcing for Hiring of Watch and Ward services]  [PGM-BO/Tech/WatchWard/2022-23][2023_BSNL_144160_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Project||DGM, EMP, Jabalpur",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S1aLDPBaR%2BoO23PFv%2BRf%2FQg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
260,2023-02-04 17:00:00,2023-02-14 12:00:00,2023-02-16 12:00:00,[OCM of EMS at Coaxial Telephone Exchange Bldg. ITARSI.]  [NIT(28)/EE(E)/BSNL-BPL/2022-23][2023_BSNL_144154_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Madhya Pradesh Telecom Circle- Bhopal||O/o CGMT, MP Telecom Circle Bhopal",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SPWOSot0RpSEja67ASF1gTg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
261,2023-02-04 16:00:00,2023-02-16 14:30:00,2023-02-17 15:00:00,[Manpower outsourcing for Hiring of Housekeeping services]  [PGM-BO/Tech/Housekeeping/22-23][2023_BSNL_144151_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Project||DGM, EMP, Jabalpur",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SsSKFf5eJonw1ITPmll9Xzw%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
262,2023-02-04 15:00:00,2023-02-17 18:00:00,2023-02-21 15:30:00,[Special Repair and Rehabilitation of structural components like cracked columns projected balconies and facias including external painting works of Main TE Building at Kachi Chawni Jammu JK UT]  [40/EE/DIV/JT/2022-23][2023_BSNL_144062_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Jammu and Kashmir Telecom Circle||O/o CGMT, Jammu and Kashmir, Jammu",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S9wXuVG%2F%2FN8qJ8%2BGijYkrTQ%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
263,2023-02-04 15:00:00,2023-02-27 15:00:00,2023-02-28 15:00:00,[Expression of Intrest for Outsourcing of Hoardings in BSNL premises at Washim Telephone Exchange of Akola SSA]  [MHATI-17/25/52/2022-PLG/09 Date04.02.2023][2023_BSNL_144121_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Amravati",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sw3b5sSGIILM0wXaf%2FtEqPA%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
264,2023-02-04 15:00:00,2023-02-11 14:00:00,2023-02-13 15:00:00,[DE/TP/RP/ETender/ 22-23/ 54 dt 02/02/23]  [DE/TP/RP/ETender/ 22-23/ 54 Dt02/02/23][2023_BSNL_144140_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Region||WTR, Nagpur",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SazHOcGHAkVgdwOlXX6u%2B8A%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
265,2023-02-04 14:00:00,2023-02-18 16:00:00,2023-02-20 16:00:00,"[Replacement of Main Fire Alarm Control Panel at Admn. Bldg. Doorsanchar Bhawan, Mall Road, Kanpur.]  [12/TED-KP/2022-23 dt.17.01.2023][2023_BSNL_144130_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Kanpur,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SE3%2FQ%2BmKwtTMiQD%2B4mrl27g%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
266,2023-02-04 14:00:00,2023-02-24 13:00:00,2023-02-25 15:00:00,[Laying OFC and related works in Y ramavaram Mandal Area-5 of BSNL RMY BA AP Circle]  [GMT/PLG/RMY/4G OFC tender1/2022-23/22 dtd 04/02/23][2023_BSNL_144123_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD East Godavari,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S1wNms9t9%2FhjXK46XWQRPRg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
267,2023-02-04 14:00:00,2023-02-24 13:00:00,2023-02-25 13:00:00,[4G OFC Laying Tender 62 Paderu 18 Routes 54.9km]  [-326011 VSK BA-19/14(11)/37/2023-CM PLG AND BTS VM][2023_BSNL_144136_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SdVMm%2BDAVh9OvOT%2BEYBeK7w%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
268,2023-02-04 13:30:00,2023-02-24 13:00:00,2023-02-25 13:00:00,[4G OFC Laying Tender 60 Koyyuru 15 Routes 48.3km]  [E-325943 VSK BA-19/14(11)/35/2023-CM PLG AND BTS V][2023_BSNL_144129_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SCTRYdizXhdSl%2BkdDC%2Bipxg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
269,2023-02-04 13:30:00,2023-02-24 13:00:00,2023-02-25 13:00:00,[4G OFC Laying Tender 61 Koyyuru 17 Routes 45.6km]  [E-325973 VSK BA-19/14(11)/36/2023-CM PLG AND BTS V][2023_BSNL_144133_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SIRriNXD5v5cy2PKswRQ91A%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
270,2023-02-04 13:00:00,2023-02-24 13:00:00,2023-02-25 14:00:00,[MM TENDER/FTTH/KLM BA/2022-23/13]  [MM Tender/FTTH/KLM BA/2022-23/13][2023_BSNL_144020_2],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Kerala Telecom Circle||O/o GMT, Kollam||AGM (Admin),O/o GMT, Kollam",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SvxxZXSUPqtncgNZsjGua%2FA%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
271,2023-02-04 13:00:00,2023-02-24 13:00:00,2023-02-25 13:00:00,[4G OFC Laying Tender 59 Hukumpeta 20 Routes 43.3km]  [E-325916 VSK BA-19/14(11)/34/2023-CM PLG AND BTS V][2023_BSNL_144120_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Andhra Pradesh Telecom Circle- Vijayawada||GMTD Visakhapatnam,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SUQo%2B%2BjBv8rGkyKLXtlgUZQ%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
272,2023-02-04 13:00:00,2023-02-16 15:00:00,2023-02-21 12:30:00,[Comprehensive Maintenance of EMS at BSNL staff Qtrs at Sec-27 and Sec-30 Chandigarh.]  [22/EE/E/BSNL/ED/CHD/22-23 ][2023_BSNL_144099_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Punjab Telecom Circle||CE (Electrical),https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SUcucvsg6A3jH%2FIwhpn%2FDmA%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
273,2023-02-04 12:40:00,2023-02-10 15:00:00,2023-02-11 16:00:00,[OFC REHABILITATION WORKS ( 3 ROUTES) IN WARANGAL SSA]  [OFC REHABILITATION WORKS IN WGL SSA][2023_BSNL_144117_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Telengana Telecom Circle- Hyderabad||GMTD Warangal,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SU4FxsEAKO1mjNlD4anT4Hg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
274,2023-02-04 10:30:00,2023-02-24 13:30:00,2023-02-25 14:30:00,[E-TENDER FOR OUTSOURCING OF O and M of CSCs in Satara BA]  [T-42 /e-Tender /OCSC/ Satara BA/2022-23][2022_BSNL_138532_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||GMTD, Satara",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SIcn2eUi3SmABxYWG99R%2Fdw%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
275,2023-02-04 10:00:00,2023-02-25 12:00:00,2023-02-27 12:30:00,[O and M Mobile BTS Sites/Rural exchanges in Cluster No. PTA001 ]  [ NIT13/2022-23][2023_BSNL_144021_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Punjab Telecom Circle||GMTD, Patiala",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SVZmIx1%2B3D26Wi%2F5WmKxjqQ%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
276,2023-02-03 18:50:00,2023-02-27 12:00:00,2023-02-28 12:30:00,[Tender for Outsourcing of Maintenance and Provisioning of Landline and Broadband for External plant of Copper Network of cluster GJMSN001 of Mehsana OA under Mehsana BA of Gujarat circle.]  [MM/TENDER/MEH/2022-23/05 Dated 03.02.2023][2023_BSNL_144057_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Gujarat Telecom Circle||PGMTD, Mehsana",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SRbOauG8NXb8Z8H%2FWRC4s0w%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
277,2023-02-03 18:30:00,2023-02-23 12:00:00,2023-02-24 15:00:00,[E-Tender documents for printing and supply of Marketing Material in Hamirpur BA]  [HMR-BA-15/12/1/2023-HMR-BA/ 540026][2023_BSNL_144041_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Himachal Pradesh Telecom Circle Shimla||GMTD,Hamirpur",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2BvGGAHQJhxNJi7XdRVY5Kg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
278,2023-02-03 18:00:00,2023-02-27 14:00:00,2023-02-28 15:00:00,"[Care taking and Upkeep of Telecom sites, operation and monitoring of Electromechanical assets(E/A set, water pumps, compound light, Window/ split AC units and Power plants etc. as and when required) including Supply of cleaning materials, in Gonda OA]  [w-2/GMTD AYD BA/Plg/Tender/Caretaking and Up keepi][2023_BSNL_144044_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Faizabad,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=STmiE2Ii7rXt1oBTB6MX5lw%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
279,2023-02-03 18:00:00,2023-02-27 14:00:00,2023-02-28 15:00:00,"[Care taking and Upkeep of Telecom sites, operation and monitoring of Electromechanical assets(E/A set, water pumps, compound light, Window/ split AC units and Power plants etc as and when required) including Supply of cleaning materials, in Ayodhya ]  [w-2/GMTD AYD BA/Plg/Tender/Caretaking and Up keepi][2023_BSNL_144031_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Faizabad,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=STwFVg%2Ba6YUZNPXZGCPmA%2Bw%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
280,2023-02-03 18:00:00,2023-02-27 14:00:00,2023-02-28 15:00:00,"[Care taking and Upkeep of Telecom sites, operation and monitoring of Electromechanical assets(E/A set, water pumps, compound light, Window/ split AC units and Power plants etc. as and when required) including Supply of cleaning materials, in Barabank]  [w-2/GMTD AYD BA/Plg/Tender/Caretaking and Up keepi][2023_BSNL_144039_1]",Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Faizabad,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Swjra92w5iFQfrvHSnyl0GQ%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
281,2023-02-03 18:00:00,2023-02-16 18:00:00,2023-02-20 16:00:00,[115/CD-II/BSNL/Kol/2022-23]  [115/CD-II/BSNL/Kol/2022-23][2023_BSNL_144029_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Calcutta Telephone District||CE (Civil), Kolkata TD||SE (Civil), Kolkata TD",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=Sui9iJsU2sxZQ7ae%2FOsbasQ%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
282,2023-02-03 18:00:00,2023-02-09 18:00:00,2023-02-15 11:00:00,[Essential Repairs and Maintenance to BSNL Buildings in Jalgaon City for the year 2022 23]  [44 /EEC/BSNL/AGD/2022-23 ][2023_BSNL_143854_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Maharashtra Telecom Circle||CE (Civil), Nagpur||EE (Civil), Nagpur",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SF0VJarCzA9EJUa1fkCWjNg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
283,2023-02-03 18:00:00,2023-02-18 16:00:00,2023-02-20 16:00:00,[Operation and Comprehensive maintenance of Electro-Mechanical Services at TE compound Farrukhabad and S/qtrs colony at Avas Vikas (Barhpur) Farrukhabad.]  [10/TED-KP/2022-23 dt.25.11.22][2023_BSNL_144032_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||UP(EAST) Telecom Circle||Business Area Kanpur,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SiQZEBr5jV60%2BlmIOp2Gavg%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
284,2023-02-03 18:00:00,2023-02-15 12:00:00,2023-02-16 12:05:00,[DE /CNTXW/SAT/PW08/PH IV/22-23 Dt 03.02.23]  [DE /CNTXW/SAT/PW08/PH IV/22-23 Dt 03.02.23][2023_BSNL_144009_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Western Telecom Region||WTR, Pune",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SITpQyWuk78HmGGCvGp%2BkIQ%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
285,2023-02-03 18:00:00,2023-02-11 18:00:00,2023-02-13 15:30:00,[Repairing Of Boundry Wall Of Telecom Factory Richhai]  [EECD/BSNL/JBP/2022-23/34 (3rd Call)][2023_BSNL_144045_1],Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Madhya Pradesh Telecom Circle- Bhopal||CE Civil,https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=S%2BpcCki0%2FS0NPYm%2BO4dMVdQ%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
286,2023-02-03 18:00:00,2023-02-11 18:00:00,2023-02-14 16:00:00,[114/CD-II/BSNL/Kol/22-23]  [114/CD-II/BSNL/Kol/22-23][2023_BSNL_143980_1],"Bharat Sanchar Nigam Limited (Govt of India Enterprise)||Calcutta Telephone District||CE (Civil), Kolkata TD||SE (Civil), Kolkata TD",https://etenders.gov.in/eprocure/app?component=%24DirectLink&page=FrontEndViewTender&service=direct&session=T&sp=SrHWk8MVmYZsJG09V%2Babcpw%3D%3D,Bharat Sanchar Nigam Limited (Govt of India Enterprise)
